"filename", "language", "Markdown", "Python", "JavaScript", "vue", "JSON with Comments", "MS SQL", "HTML", "pip requirements", "Ignore", "JSON", "CSS", "comment", "blank", "total"
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\mini3d\utils\Time.js", "JavaScript", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 37
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\mini3d\utils\index.js", "JavaScript", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\mini3d\utils\utils.js", "JavaScript", 0, 0, 114, 0, 0, 0, 0, 0, 0, 0, 0, 40, 6, 160
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\router\index.js", "JavaScript", 0, 0, 609, 0, 0, 0, 0, 0, 0, 0, 0, 26, 9, 644
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\utils\attendanceTimeMark.js", "JavaScript", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 18
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\utils\chartConfig.js", "JavaScript", 0, 0, 73, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 82
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\utils\employeeMobile.js", "JavaScript", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2, 20
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\utils\formatHxp.js", "JavaScript", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 10
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\utils\infoFeedDisplay.js", "JavaScript", 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 67
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\utils\leaveDuration.js", "JavaScript", 0, 0, 85, 0, 0, 0, 0, 0, 0, 0, 0, 30, 12, 127
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\utils\overtimeExchangeTickets.js", "JavaScript", 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 46
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\utils\overtimeLeaderRules.js", "JavaScript", 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 51
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\utils\overtimeShiftValidation.js", "JavaScript", 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 112
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\utils\recordTableHelpers.js", "JavaScript", 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 8, 6, 60
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\utils\renderMarkdown.js", "JavaScript", 0, 0, 110, 0, 0, 0, 0, 0, 0, 0, 0, 16, 17, 143
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\utils\request.js", "JavaScript", 0, 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 7, 13, 76
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\utils\roleMatch.js", "JavaScript", 0, 0, 92, 0, 0, 0, 0, 0, 0, 0, 0, 19, 18, 129
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\AdminEmployeeStatus.vue", "vue", 0, 0, 0, 979, 0, 0, 0, 0, 0, 0, 0, 4, 83, 1066
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\AiAssistant.vue", "vue", 0, 0, 0, 97, 0, 0, 0, 0, 0, 0, 0, 0, 4, 101
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\Attendance.vue", "vue", 0, 0, 0, 1570, 0, 0, 0, 0, 0, 0, 0, 17, 179, 1766
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\ConfidentialityLedger.vue", "vue", 0, 0, 0, 485, 0, 0, 0, 0, 0, 0, 0, 0, 57, 542
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\Contacts.vue", "vue", 0, 0, 0, 364, 0, 0, 0, 0, 0, 0, 0, 0, 32, 396
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\EmployeeProfile.vue", "vue", 0, 0, 0, 329, 0, 0, 0, 0, 0, 0, 0, 1, 13, 343
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\Home.vue", "vue", 0, 0, 0, 5082, 0, 0, 0, 0, 0, 0, 0, 14, 454, 5550
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\InfoFeed.vue", "vue", 0, 0, 0, 624, 0, 0, 0, 0, 0, 0, 0, 0, 24, 648
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\LeaderDashboard.vue", "vue", 0, 0, 0, 2300, 0, 0, 0, 0, 0, 0, 0, 9, 194, 2503
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\LeaderOvertimeStats.vue", "vue", 0, 0, 0, 713, 0, 0, 0, 0, 0, 0, 0, 0, 26, 739
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\Login.vue", "vue", 0, 0, 0, 877, 0, 0, 0, 0, 0, 0, 0, 6, 113, 996
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\OA_system.code-workspace", "JSON with Comments", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 8
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\OvertimePay.vue", "vue", 0, 0, 0, 659, 0, 0, 0, 0, 0, 0, 0, 0, 22, 681
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\ReportsHub.vue", "vue", 0, 0, 0, 1311, 0, 0, 0, 0, 0, 0, 0, 0, 105, 1416
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\RotorBladeBalance.vue", "vue", 0, 0, 0, 1462, 0, 0, 0, 0, 0, 0, 0, 0, 166, 1628
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\Statistics.vue", "vue", 0, 0, 0, 2101, 0, 0, 0, 0, 0, 0, 0, 16, 221, 2338
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\UploadAttendance.vue", "vue", 0, 0, 0, 743, 0, 0, 0, 0, 0, 0, 0, 5, 95, 843
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\admin\DbManager.vue", "vue", 0, 0, 0, 376, 0, 0, 0, 0, 0, 0, 0, 1, 23, 400
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\admin\EmailSender.vue", "vue", 0, 0, 0, 1154, 0, 0, 0, 0, 0, 0, 0, 11, 77, 1242
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\admin\HealthMonitor.vue", "vue", 0, 0, 0, 1460, 0, 0, 0, 0, 0, 0, 0, 1, 59, 1520
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\admin\HxpManage.vue", "vue", 0, 0, 0, 746, 0, 0, 0, 0, 0, 0, 0, 4, 32, 782
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\admin\HxpRecords.vue", "vue", 0, 0, 0, 543, 0, 0, 0, 0, 0, 0, 0, 1, 62, 606
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\admin\InboxEmails.vue", "vue", 0, 0, 0, 1536, 0, 0, 0, 0, 0, 0, 0, 5, 72, 1613
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\admin\NotificationManage.vue", "vue", 0, 0, 0, 236, 0, 0, 0, 0, 0, 0, 0, 2, 18, 256
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\admin\YgglFill.vue", "vue", 0, 0, 0, 147, 0, 0, 0, 0, 0, 0, 0, 0, 12, 159
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\attendance\Approval.vue", "vue", 0, 0, 0, 1469, 0, 0, 0, 0, 0, 0, 0, 12, 105, 1586
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\attendance\AttendanceDiscipline.vue", "vue", 0, 0, 0, 1174, 0, 0, 0, 0, 0, 0, 0, 5, 119, 1298
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\attendance\AttendanceExceptionRecords.vue", "vue", 0, 0, 0, 335, 0, 0, 0, 0, 0, 0, 0, 0, 27, 362
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\attendance\AttendanceExceptions.vue", "vue", 0, 0, 0, 807, 0, 0, 0, 0, 0, 0, 0, 1, 71, 879
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\attendance\BusinessTrip.vue", "vue", 0, 0, 0, 1805, 0, 0, 0, 0, 0, 0, 0, 12, 155, 1972
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\attendance\BusinessTripDeptDetail.vue", "vue", 0, 0, 0, 262, 0, 0, 0, 0, 0, 0, 0, 0, 28, 290
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\attendance\BusinessTripMap.vue", "vue", 0, 0, 0, 803, 0, 0, 0, 0, 0, 0, 0, 5, 47, 855
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\attendance\HolidayDutyCheck.vue", "vue", 0, 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 10, 86
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\attendance\HolidayExchange.vue", "vue", 0, 0, 0, 735, 0, 0, 0, 0, 0, 0, 0, 2, 58, 795
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\attendance\HolidaySettings.vue", "vue", 0, 0, 0, 578, 0, 0, 0, 0, 0, 0, 0, 0, 51, 629
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\attendance\Leave.vue", "vue", 0, 0, 0, 985, 0, 0, 0, 0, 0, 0, 0, 7, 74, 1066
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\attendance\LeaveAllRecords.vue", "vue", 0, 0, 0, 203, 0, 0, 0, 0, 0, 0, 0, 0, 14, 217
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\attendance\ManualEntry.vue", "vue", 0, 0, 0, 127, 0, 0, 0, 0, 0, 0, 0, 0, 5, 132
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\attendance\MyApplications.vue", "vue", 0, 0, 0, 182, 0, 0, 0, 0, 0, 0, 0, 0, 11, 193
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\attendance\Overtime.vue", "vue", 0, 0, 0, 955, 0, 0, 0, 0, 0, 0, 0, 7, 82, 1044
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\attendance\PendingTasks.vue", "vue", 0, 0, 0, 361, 0, 0, 0, 0, 0, 0, 0, 0, 33, 394
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\attendance\PersonnelVisualization.vue", "vue", 0, 0, 0, 1260, 0, 0, 0, 0, 0, 0, 0, 0, 166, 1426
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\attendance\ShiftSchedule.vue", "vue", 0, 0, 0, 3162, 0, 0, 0, 0, 0, 0, 0, 10, 171, 3343
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\attendance\map3d\Assets.js", "JavaScript", 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 61
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\attendance\map3d\ChildMap.js", "JavaScript", 0, 0, 357, 0, 0, 0, 0, 0, 0, 0, 0, 23, 36, 416
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\attendance\map3d\DiffuseShader.js", "JavaScript", 0, 0, 130, 0, 0, 0, 0, 0, 0, 0, 0, 6, 7, 143
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\attendance\map3d\Reflector.js", "JavaScript", 0, 0, 207, 0, 0, 0, 0, 0, 0, 0, 0, 9, 74, 290
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\attendance\map3d\TextureFactory.js", "JavaScript", 0, 0, 229, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 249
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\attendance\map3d\World.js", "JavaScript", 0, 0, 721, 0, 0, 0, 0, 0, 0, 0, 0, 9, 102, 832
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\attendance\map3d\badgesData.js", "JavaScript", 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 28
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\attendance\map3d\extrudeMap.js", "JavaScript", 0, 0, 135, 0, 0, 0, 0, 0, 0, 0, 0, 10, 5, 150
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\attendance\map3d\provincesData.js", "JavaScript", 0, 0, 274, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 275
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\attendance\map3d\scatter.js", "JavaScript", 0, 0, 138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 139
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\feedback\FeedbackCenter.vue", "vue", 0, 0, 0, 1862, 0, 0, 0, 0, 0, 0, 0, 13, 101, 1976
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\file\BidTemplateLibrary.vue", "vue", 0, 0, 0, 813, 0, 0, 0, 0, 0, 0, 0, 0, 91, 904
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\file\FileNumbering.vue", "vue", 0, 0, 0, 1534, 0, 0, 0, 0, 0, 0, 0, 3, 103, 1640
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\file\PolicyQuery.vue", "vue", 0, 0, 0, 899, 0, 0, 0, 0, 0, 0, 0, 3, 67, 969
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\file\TechCategoryManage.vue", "vue", 0, 0, 0, 231, 0, 0, 0, 0, 0, 0, 0, 0, 28, 259
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\file\TechProblemForm.vue", "vue", 0, 0, 0, 626, 0, 0, 0, 0, 0, 0, 0, 5, 50, 681
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\file\TechProblemList.vue", "vue", 0, 0, 0, 552, 0, 0, 0, 0, 0, 0, 0, 5, 47, 604
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\file\WorkNoManage.vue", "vue", 0, 0, 0, 542, 0, 0, 0, 0, 0, 0, 0, 0, 58, 600
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\massage\MassageChairBooking.vue", "vue", 0, 0, 0, 517, 0, 0, 0, 0, 0, 0, 0, 4, 71, 592
"e:\Desktop\tuixiu_protect\OA_system\vue-project\src\views\seal\SealApply.vue", "vue", 0, 0, 0, 1102, 0, 0, 0, 0, 0, 0, 0, 6, 135, 1243
"e:\Desktop\tuixiu_protect\OA_system\vue-project\vite.config.js", "JavaScript", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 24
"Total", "-", 446, 35376, 7194, 56587, 16, 272, 12, 20, 16, 50640, 535, 1708, 10690, 163512
